width,height,position.x,position.y,color_r,color_g,color_b,color_a,type_oval,type_rectangle,type_shapePath,type_symbolInstance,type_text,type_bitmap,type_triangle,type_slice,type_group,type_polygon,type_star,Cluster
0.289544235924933,0.17228464419475656,0.7475317348377997,0.9679186228482003,1.0,0.27450982,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.44279946164199196,0.18110236220472442,0.034236804564907276,0.5455108359133127,1.0,0.0,0.0,0.019607844,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.11709286675639301,0.3263157894736842,0.4726224783861671,0.13364779874213836,1.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,0.3333333333333333,0.0,0.9732704402515724,1.0,0.27450982,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.5455373406193078,0.9999999999999999,0.15369458128078817,1.0,0.039215688,0.0,0.105882354,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-1
0.5651785714285714,1.0,0.12952898550724637,1.0,0.039215688,0.0,0.105882354,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-1
0.5054446460980035,0.22859483818107332,0.5786163522012578,0.6106696935300795,0.14509805,0.8901961,0.92156863,1.0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-1
1.0,0.4879147890208931,0.0,0.5535991714137752,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,-1
0.6315270935960591,0.46194926568758343,0.27744807121661724,0.2407766990291262,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,-1
0.61871921182266,0.5847797062750334,0.5741839762611276,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1
0.522167487684729,0.47797062750333785,0.0,0.7592233009708738,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1
0.3605911330049261,0.39118825100133514,0.9629080118694362,0.8854368932038834,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,-1
0.15204678362573099,0.1283422459893048,0.31875000000000003,0.9709379128137385,0.95686275,0.14117648,0.2509804,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.12280701754385964,0.010695187165775402,0.33437500000000003,1.0,1.0,0.8,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.41875,0.965653896961691,1.0,0.8,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.41875,0.9709379128137385,1.0,0.8,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.41250000000000003,0.9682959048877147,1.0,0.8,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.0,0.0,0.42500000000000004,0.9682959048877147,1.0,0.8,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.9385964912280701,0.9999999999999999,0.11250000000000002,0.6459709379128138,0.8666667,0.63529414,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
0.9385964912280701,0.9999999999999999,0.11250000000000002,0.6525759577278732,0.96862745,0.70980394,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1
