width,height,position.x,position.y,color_r,color_g,color_b,color_a,type_oval,type_rectangle,type_shapePath,type_symbolInstance,type_text,Cluster
0.03202846975088968,0.09734513274336283,0.7109826589595376,0.5413642960812772,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.028469750889679714,0.04424778761061947,0.8535645472061657,0.007256894049346874,0.0,0.0,0.0,0,0,0,0,1,0,-1
0.03202846975088968,0.09734513274336283,0.7880539499036608,0.5413642960812772,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.09734513274336283,0.653179190751445,0.5413642960812772,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.16814159292035397,0.0674373795761079,0.5355587808417998,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.31316725978647686,0.11504424778761062,0.5183044315992292,0.6647314949201742,0.0,0.0,0.0,0,0,0,0,0,1,2
0.03202846975088968,0.1504424778761062,0.7784200385356455,0.532656023222061,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.0498220640569395,0.11504424778761062,0.4123314065510597,0.1393323657474601,0.0,0.0,0.0,0,0,0,0,1,0,-1
0.4483985765124555,0.11504424778761062,0.766859344894027,0.4702467343976778,0.0,0.0,0.0,0,0,0,0,0,1,2
0.03202846975088968,0.23893805309734512,0.5472061657032755,0.5181422351233672,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.3736654804270463,0.16814159292035397,0.7726396917148362,0.23222060957910012,1.0,0.64705884,0.007843138,1,0,1,0,0,0,-1
0.06761565836298931,0.1238938053097345,0.40462427745664736,0.9985486211901307,0.0,0.0,0.0,0,0,0,0,1,0,-1
0.03202846975088968,0.09734513274336283,0.7302504816955684,0.5413642960812772,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
1.0,0.7522123893805309,0.5163776493256262,0.30914368650217705,0.11372549,0.11372549,0.15686275,1,0,1,0,0,0,-1
0.06049822064056939,0.20353982300884954,0.2504816955684007,0.5297532656023223,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.20353982300884954,0.2119460500963391,0.5297532656023223,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.17699115044247787,0.37572254335260113,0.5341074020319304,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.2654867256637168,0.05780346820809246,0.5195936139332366,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.08849557522123894,0.9421965317919074,0.5428156748911466,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.15929203539823006,0.4238921001926782,0.5370101596516691,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.021352313167259787,0.061946902654867256,0.653179190751445,0.03918722786647315,0.18039216,0.8352941,0.4509804,1,1,0,0,0,0,-1
0.0498220640569395,0.09734513274336283,0.4123314065510597,0.6806966618287373,0.0,0.0,0.0,0,0,0,0,1,0,-1
0.03202846975088968,0.07964601769911504,0.9132947976878613,0.544267053701016,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.17699115044247787,0.279383429672447,0.5341074020319304,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.014234875444839859,0.035398230088495575,0.7360308285163777,0.8635703918722787,1.0,1.0,1.0,1,0,0,1,0,0,-1
0.06049822064056939,0.2300884955752212,0.10597302504816955,0.5253991291727141,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.30088495575221236,0.24084778420038533,0.5137880986937591,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
